original_sponsor,clustered_sponsor
AMERICAN ACADEMY OF MUSIC,American Academy Of Music
PLACE VIGER HOTEL,Place Viger Hotel
ALUMNI ASSOCIATION OF PUBLIC SCHOOL NO.26,Alumni Association Of Public School No.26
SIEGEL COOPER,Siegel Cooper
RHODE ISLAND BAR ASSOCIATION,Rhode Island Bar Association
NEW YORK SONS OF THE REVOLUTION,New York Sons Of The Revolution
THEODORE ROOSEVELT,Theodore Roosevelt
CORINTHIAN SAILING CLUB OF MONTREAL,Corinthian Sailing Club Of Montreal
CARLTON CLUB,Carlton Club
ADELPHIC COUNCIL NO.7,Adelphic Council No.7
FIFTH AVENUE HOTEL (?),Fifth Avenue Hotel
OHIO COUNTY BAR ASSOCIATION,Ohio County Bar Association
PRINCETON ALUMNI ASSOCIATION OF PHILADELPHIA,Princeton Alumni Association Of Philadelphia
ALUMNI ASSOCIATION N.Y.N.SS. ST. MARY'S,Alumni Association N.Y.N.Ss. St. Marys
NATIONAL HARDWOOD LUMBER ASSOCIATION,National Hardwood Lumber Association
HOTEL ADAMS,Hotel Adams
(PRIVATE),Private
DR. H. G. SHERMAN,Dr. H. G. Sherman
SAN FRANCISCO REAL ESTATE BOARD,San Francisco Real Estate Board
FRATERNAL UNION OF ANOINTED HIGH PRIESTS OF THE STATE OF NEW YORK,Fraternal Union Of Anointed High Priests Of The State Of New York
NEW YORK HOTEL,New York Hotel
THE NEW ENGLAND CONFECTIONERS' CLUB,The New England Confectioners Club
FOGG'S LADIES' AND GENTLEMEN'S DINING ROOM,Foggs Ladies And Gentlemens Dining Room
PRINCETON ALUMNI ASSOCIATION OF MARYLAND,Princeton Alumni Association Of Maryland
OTTER SWIMMING CLUB,Otter Swimming Club
STAUCH'S RESTURANT,Stauchs Resturant
MINISTRE DU COMMERCE,Ministre Du Commerce
THE INDUSTRIAL CLUB OF CHICAGO,The Industrial Club Of Chicago
UNITED TYPOTHETOE OF PHILADELPHIA,United Typothetoe Of Philadelphia
MASSACHUSETTS SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION,Massachusetts Society Of The Sons Of The American Revolution
ROGER'S RESTAURANT,Rogers Restaurant
Pakistan International Airlines,Pakistan International Airlines
Cote Jardin,Cote Jardin
Atlantic Hotel,Atlantic Hotel
La Gare,La Gare
Foreign Policy Association,Foreign Policy Association
La Grande Cascade,La Grande Cascade
Lord Fletcher Inn,Lord Fletcher Inn
Bistrot Gould,Bistrot Gould
Anthony's Fish Grottos,Anthonys Fish Grottos
'New York Central System,New York Central System
King's Inn,Kings Inn
'NORDEUTCHER LLOYD,Nordeutcher Lloyd
'U.S.M.S. Philadelphia,U.S.M.S. Philadelphia
'Grand Hotel,Grand Hotel
Pan American Airways Corporation,Pan American Airways Corporation
The Court Of Two Sisters,The Court Of Two Sisters
Zurlese,Zurlese
The Postilion,The Postilion
Regency Hyatt House,Regency Hyatt House
Charles French Restaurant,Charles French Restaurant
Restaurantbetriebe Fernsehturm,Restaurantbetriebe Fernsehturm
The Oriental,The Oriental
Skipper's Dock,Skippers Dock
Hotel Pierre,Hotel Pierre
Moore's Historic La Fayette Inn,Moores Historic La Fayette Inn
Restaurant Lido,Restaurant Lido
Rheinhotel Bad Godesberg,Rheinhotel Bad Godesberg
Green Mountain Restaurant Diner,Green Mountain Restaurant Diner
Hotel Alay,Hotel Alay
S.S. Constitution,S.S. Constitution
The Red Onion,The Red Onion
Chez Taba,Chez Taba
Super Chief,Super Chief
Compagnie GÃ©nÃ©rale Transatlantique,Compagnie Gacnacrale Transatlantique
Sherry Normandie Restaurant,Sherry Normandie Restaurant
Club World,Club World
Caffe Bondi,Caffe Bondi
Huntsman's Inn,Huntsmans Inn
Que Pasta's,Que Pastas
Canadian National Railways,Canadian National Railways
The Maplewood,The Maplewood
K.L.M Restaurant,K.L.M Restaurant
Commodore Hotel,Commodore Hotel
The Woodstock,The Woodstock
The Town Hall Club,The Town Hall Club
Hotel Adlon,Hotel Adlon
The Cavalier,The Cavalier
Aldine Club Rooms,Aldine Club Rooms
New City Club,New City Club
Algonquin Club,Algonquin Club
Herald Square Hotel,Herald Square Hotel
Hotel Marlborough,Hotel Marlborough
Fraunces' Tavern,Fraunces Tavern
Beaconcrest Hotel,Beaconcrest Hotel
S. S. United States,S. S. United States
The Krueger Auditorium,The Krueger Auditorium
League Building,League Building
Jersey City Club,Jersey City Club
Hotel Karldon,Hotel Karldon
Flower Garden Shelter,Flower Garden Shelter
Pontin's Restaurant,Pontins Restaurant
Allyn House,Allyn House
Columbia University Club,Columbia University Club
HAMBURG-AMERIKA LINIE,Hamburg-amerika Linie
U.S. ARMY - SUBSISTENCE DEPT.,U.S. Army - Subsistence Dept.
PALACE HOTEL RESTAURAT,Palace Hotel Restaurat
C.SCHMID,C.Schmid
ATLANTIC TRANSPORT LINE,Atlantic Transport Line
SIEGEL-COOPER CO.,Siegel-cooper Co.
THE MARGARET LOUISA HOME,The Margaret Louisa Home
RATHSKELLER,Rathskeller
NEW YORK AND PORTO RICO STEAMSHIP CO.,New York And Porto Rico Steamship Co.
HOTEL DES TEMPLES,Hotel Des Temples
SANTA FE ROUTE DINING CAR SERVICE,Santa Fe Route Dining Car Service
AMERICAN WOOLEN COMPANY,American Woolen Company
PENN RR - PULLMAN DINING CAR SERVICE,Penn Rr - Pullman Dining Car Service
ALPHA DEUTERON PHI GAMMA DELTA,Alpha Deuteron Phi Gamma Delta
MR. SAMUEL D. COYKENDALL,Mr. Samuel D. Coykendall
NYACK BOARD OF TRADE,Nyack Board Of Trade
ADIRONDACK HOTEL LEAGUE,Adirondack Hotel League
HANOVER CLUB,Hanover Club
ALBANY ZOUAVE CADETS,Albany Zouave Cadets
VETERANS OF THE NEW YORK ATHLETIC CLUB,Veterans Of The New York Athletic Club
COLUMBIA GOLF CLUB,Columbia Golf Club
VETERAN ASSOCIATION OF THE 5TH NY ARTILLERY VOLUNTEERS,Veteran Association Of The 5th Ny Artillery Volunteers
STRAFFORD ARMS HOTEL,Strafford Arms Hotel
INMAND AND INTERNATIONAL STEAMSHIP COMPANY LIMITED,Inmand And International Steamship Company Limited
NORWEGIAN CLUB OF NEW YORK,Norwegian Club Of New York
(CLUB), Club
ASSOCIATED BANKERS OF ALBUQUERQUE,Associated Bankers Of Albuquerque
CLEGG HOTEL,Clegg Hotel
DELAVAN HOUSE,Delavan House
UNITED BRITAIN SOCIETIES,United Britain Societies
FRIENDLY SONS OF ST.PATRICK,Friendly Sons Of St.Patrick
CHAMBER OF COMMERCE (NEW YORK CITY?),Chamber Of Commerce New York City
THE GRANVILLE,The Granville
CASINO UNION,Casino Union
MEDINAH TEMPLE,Medinah Temple
FIFTH AVENUE HOTEL CAFE,Fifth Avenue Hotel Cafe
ENRICO CARUSO OF THE METROPOLITAN OPERA HOUSE,Enrico Caruso Of The Metropolitan Opera House
MR. DE LA MAR,Mr. De La Mar
San Angel Inn,San Angel Inn
Drury's Restaurant,Drurys Restaurant
The Hedgerose Heights Inn,The Hedgerose Heights Inn
Zum Durnbrau,Zum Durnbrau
Hotel Sacher,Hotel Sacher
Der Kafig,Der Kafig
National Gallery of Art,National Gallery Of Art
'The City of Los Angeles,The City Of Los Angeles
National Parlor No. 118,National Parlor No. 118
Green Mill,Green Mill
NEW YORK COUNTY PROHIBITIONISTS,New York County Prohibitionists
'Founders' Day Banquet,Founders Day Banquet
'Hotel des Trois Rois at La Rotisserie (HOTEL,Hotel Des Trois Rois At La Rotisserie Hotel
Hertie,Hertie
Saks Fifth Avenue,Saks Fifth Avenue
The Piedmont Driving Club,The Piedmont Driving Club
Kuo Wah CafÃ©,Kuo Wah Cafac
Johns Hopkins Club,Johns Hopkins Club
The Amen Corner,The Amen Corner
Ambassadeurs,Ambassadeurs
The Cliff Dwellers,The Cliff Dwellers
Hackteufel,Hackteufel
Martha Washington Inn,Martha Washington Inn
Nantucket Coffee Shop,Nantucket Coffee Shop
Spatenhaus,Spatenhaus
Leona's,Leonas
The Skillet,The Skillet
Wheeler's,Wheelers
Salmen Restaurant,Salmen Restaurant
Bavarian Inn,Bavarian Inn
Den Gyldene Freden,Den Gyldene Freden
The Candlewick,The Candlewick
Dramaten Restaurangen,Dramaten Restaurangen
MÃ¼nchner LowenbrÃ¤u,Mahnchner Lowenbraou
Veteran's Administrative Center,Veterans Administrative Center
Hotel Capitol,Hotel Capitol
S.S. President Johnson,S.S. President Johnson
The Apthorpe,The Apthorpe
Knickerbocker Field Club,Knickerbocker Field Club
U. S. S. Virginia,U. S. S. Virginia
Post's Restaurant and Lunch Room,Posts Restaurant And Lunch Room
Building Trades Club,Building Trades Club
[Restaurant name and/or location not given,restaurant Name Andor Location Not Given
Riggs' Twentieth Street Restaurant,Riggs Twentieth Street Restaurant
Viemeister's CafÃ© and Restaurant,Viemeisters Cafac And Restaurant
Reiss's Restaurant,Reisss Restaurant
Bellevue-Stratford,Bellevue-stratford
Pouch Mansion,Pouch Mansion
Anheuser-Busch Cafe Restaurant,Anheuser-busch Cafe Restaurant
WEST END HOTEL RESTAURANT,West End Hotel Restaurant
DEGREE TEAM - CAMDEN LODGE #1 -A.O.U.W.,Degree Team - Camden Lodge #1 -a.O.U.W.
SIEGEL COOPER CO.,Siegel Cooper Co.
ELYSEE PALACE HOTEL,Elysee Palace Hotel
CLASS OF '77 OF HARVARD COLLEGE,Class Of 77 Of Harvard College
U.S.M.S ST. PAUL,U.S.M.S St. Paul
(PENNA. SOC'Y. WAR OF 1812),Penna. Socy. War Of 1812
CANADIAN PACIFIC RAILWAY CO. - S.S.ATHABASCA,Canadian Pacific Railway Co. - S.S.Athabasca
ESSEX HOTEL,Essex Hotel
WELLS RIVER FISH AND GAME CLUB,Wells River Fish And Game Club
ST. MARK'S CAFE,St. Marks Cafe
DELEGATIONS TO THE CENTRAL AMERICAN PEACE CONFERENCE,Delegations To The Central American Peace Conference
PACIFIC MAIL STEAMSHIP CO./TRANS-PACIIC LINE,Pacific Mail Steamship Co.Trans-paciic Line
SILSBE & SON OYSTER & CHOP HOUSE,Silsbe & Son Oyster & Chop House
NEIL HOUSE CAFE,Neil House Cafe
UNIVERSITY OF MICHIGAN CLUB,University Of Michigan Club
OHIO COMMANDERY MILITARY ORDER OF THE LOYAL LEGION OF THE U.S.,Ohio Commandery Military Order Of The Loyal Legion Of The U.S.
PHILOLEXIAN SOCIETY OF COLUMBIA UNIVERSITY,Philolexian Society Of Columbia University
R. BRAGUGLIA,R. Braguglia
THE ROCKINGHAM,The Rockingham
SOCIETY OF COLONIAL WARS IN THE COMMONWEALTH OF MASSACHUSETTS,Society Of Colonial Wars In The Commonwealth Of Massachusetts
PHILADELPHIA CITY COUNCILS,Philadelphia City Councils
NEW HAVEN LINE - NARRAGANSETT BAY LINE,New Haven Line - Narragansett Bay Line
UNION REPUBLICAN CLUB OF PHILADELPHIA,Union Republican Club Of Philadelphia
PAST REGENTS & REGENTS ASSOCIATION,Past Regents & Regents Association
CLANCEY'S HOTEL MABSON,Clanceys Hotel Mabson
HUDSON RIVER SCHOOL MASTERS' CLUB,Hudson River School Masters Club
COMMISSIONERS FROM THE DISTRICT OF COLUMBIA TO THE WORLD'S COLUMBIAN EXPOSITION,Commissioners From The District Of Columbia To The Worlds Columbian Exposition
CAFETERIA,Cafeteria
R.E.RIVERS,R.E.Rivers
MUNICIPALITY OF SAINT PAUL,Municipality Of Saint Paul
IMPERIAL RESTAURANT,Imperial Restaurant
S.C.S.,S.C.S.
ST. DAVID'S SOCIETY OF THE STATE OF NY,St. Davids Society Of The State Of Ny
WISCONSIN BANKERS' ASOCIATION,Wisconsin Bankers Asociation
(FIFTH AVENUE HOTEL?},Fifth Avenue Hotel
BOSTON MERCHANTS ASSOCIATIONI,Boston Merchants Associationi
ADMIRAL ROBLEY D. EVANS,Admiral Robley D. Evans
SAINT DAVID'S SOCIETY OF THE STATE OF NEW YORK,Saint Davids Society Of The State Of New York
SHERMAN HOUSE,Sherman House
SQUADRON A,Squadron A
YOUNG MEN'S DEMOCRATIC CLUB,Young Mens Democratic Club
CAFETERIA-LUNCH,Cafeteria-lunch
NATIONAL ASSOCIATION OF PHOTO ENGRAVERS,National Association Of Photo Engravers
DELTA CHI FRATERNITY,Delta Chi Fraternity
CUNARD LINE R.M.S. PAVONIA,Cunard Line R.M.S. Pavonia
PAPYRUS CLUB,Papyrus Club
CABARET DU CHAT NOIR,Cabaret Du Chat Noir
VIRGINIA-NORTH CAROLINA PRESS ASSOCIATION,Virginia-north Carolina Press Association
COLOMBO HOTEL,Colombo Hotel
GRAND DUKE OF MECKLENBURG-SCHWERIN FRIEDRICH FRANZ,Grand Duke Of Mecklenburg-schwerin Friedrich Franz
COLUMBUS BOARD OF TRADE,Columbus Board Of Trade
WESTRN RESERVE SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION,Westrn Reserve Society Of The Sons Of The American Revolution
THE OCEANIC,The Oceanic
THE NEW ENGLAND SOCIETY IN THE CITY OF NEW YORK,New England Society In The City Of New York
CORTLAND COUNTY SOCIETY OF NEW YORK CITY,Cortland County Society Of New York City
OHIO LEAF TOBACCO PACKERS' ASSOCIATION,Ohio Leaf Tobacco Packers Association
BERKSHIRE SOCIETY OF NY,Berkshire Society Of Ny
DOBBELSKRUE POSTDAMPSKIBET,Dobbelskrue Postdampskibet
FLOCKING OF THE CROWS,Flocking Of The Crows
Fratis Kallare,Fratis Kallare
Savini,Savini
Hotel des Indes,Hotel Des Indes
Restaurant Faberhof,Restaurant Faberhof
Palace Hotel Restaurant,Palace Hotel Restaurant
Societe Nationale de Poudres et Explosifs,Societe Nationale De Poudres Et Explosifs
Landhaus Scherrer,Landhaus Scherrer
Lespinasse,Lespinasse
Platzl,Platzl
Maxim's,Maxims
The Colony Restaurant,The Colony Restaurant
Goldener Pflug,Goldener Pflug
P1,P1
Steigenberger Hotels,Steigenberger Hotels
Laperouse,Laperouse
Forbidden City,Forbidden City
Seaboard Railway,Seaboard Railway
The Gate of Cleve,The Gate Of Cleve
Park lane,Park Lane
'Dinner,Dinner
Dinner By Mr. And Mrs. Hugo Reisinger Of Nyc,Dinner By Mr. And Mrs. Hugo Reisinger Of Nyc
'Red Star Line,Red Star Line
The Dallas Club,The Dallas Club
Pizzeria Moby Dick,Pizzeria Moby Dick
Taj Mahal Hotel,Taj Mahal Hotel
Jake's,Jakes
Detroit Athletic Club,Detroit Athletic Club
Just Burgers,Just Burgers
Parkhaus HÃ¼gel,Parkhaus Hahgel
The Riverview,The Riverview
The Essex Hotel The Colonnades,The Essex Hotel The Colonnades
HofbrÃ¤uhaus Am Platzl,Hofbraouhaus Am Platzl
Sheraton Hotels,Sheraton Hotels
Mayan Restaurant,Mayan Restaurant
Bartonsville Hotel,Bartonsville Hotel
Ratskeller Hannover,Ratskeller Hannover
The Manger Hay Adams Hotel,The Manger Hay Adams Hotel
Tibbs Warf,Tibbs Warf
Highland Arms Restaurant,Highland Arms Restaurant
East Side Hotelmen's Association,East Side Hotelmens Association
Goldener Hirsch,Goldener Hirsch
El Sandwich Different,El Sandwich Different
Rickey's,Rickeys
Casina Delle Rose & Lucciola,Casina Delle Rose & Lucciola
Barneys Market Club,Barneys Market Club
Aktiebolaget Trafikrestauranger,Aktiebolaget Trafikrestauranger
Jane Davies,Jane Davies
NordstrÃ¶m & Tinggren,NordstraJm & Tinggren
Bear Mountain Inn,Bear Mountain Inn
Hotel Carls Rite,Hotel Carls Rite
U. S. S. Texas,U. S. S. Texas
CafÃ© New York Restaurant,Cafac New York Restaurant
Flatiron Restaurant,Flatiron Restaurant
Codington Restaurant,Codington Restaurant
Delmonicos.,Delmonicos
Guffanti's Table d'HÃ´te,Guffantis Table Dha´te
Seaboard Air Line Railway,Seaboard Air Line Railway
Isaac Lodge No. 43,Isaac Lodge No. 43
Magdalene College,Magdalene College
Castle Stevens,Castle Stevens
Hotel Seneca,Hotel Seneca
Daylight Luncheon: Third Floor,Daylight Luncheon: Third Floor
Deutsche Eisenbahn Speiswagen Gesellschaft,Deutsche Eisenbahn Speiswagen Gesellschaft
Waverly Hotel,Waverly Hotel
Town Hall,Town Hall
Beekman CafÃ© Co.,Beekman Cafac Co.
Ritz-Carlton Restaurant,Ritz-carlton Restaurant
Smith's,Smiths
ALBEMARLE HOTEL,Albemarle Hotel
RED STAR LINE - S.S. SOUTHWARK,Red Star Line - S.S. Southwark
(CENTURY CLUB?),Century Club
BALTIMORE KNIGHTS TEMPLAR,Baltimore Knights Templar
ORIENTE HOTEL,Oriente Hotel
W.ZAHN & SOHN,W.Zahn & Sohn
ALAMO THE,Alamo The
PICKWICK CLUB,Pickwick Club
MAX PRALE AND WIFE GEB. KAHLE,Max Prale And Wife Geb. Kahle
ROMERBAD HOTEL,Romerbad Hotel
LEONARD LEWISOHN,Leonard Lewisohn
AMERICAN INSTITUTE OF ARCHITECTS,American Institute Of Architects
REAR ADMIRAL A.H. SANDS,Rear Admiral A.H. Sands
FRIENDS AND ACQAINTANCES OFJAMES C.McCARTHY,Friends And Acqaintances Ofjames C.Mccarthy
CLUB IBERO-AMERICAINO DE NUEVA YORK,Club Ibero-americaino De Nueva York
KING UMBERTO AND QUEEN MARGHERITA,King Umberto And Queen Margherita
ASSOCIATES OF THE ENGINER CORPS AND COMPANY K,Associates Of The Enginer Corps And Company K
MARYLAND STATE BAR ASSOCIATION,Maryland State Bar Association
MERCHANTS' CLUB - THE SALVATION ARMY,Merchants Club - The Salvation Army
RUDOLPH M. HAAN,Rudolph M. Haan
CONSULS OF FRANCE AND ITALY,Consuls Of France And Italy
PARKER HOUSE,Parker House
MILWAUKEE HARVARD CLUB,Milwaukee Harvard Club
EDWARD F. LANG'S LADIES AND GENTS LUNCH ROOM AND RESTAURANT,Edward F. Langs Ladies And Gents Lunch Room And Restaurant
STOCKELD PARK,Stockeld Park
MR. E.H. HARRIMAN,Mr. E.H. Harriman
NORDDEUTSCHER LLOYD BREMEN;,Norddeutscher Lloyd Bremen
SILSBE & SON OYSTER-HOUSE AND RESTAURANT,Silsbe & Son Oyster-house And Restaurant
WATCH HILL HOUSE,Watch Hill House
ANGLO-AMERICAN ASSOCIATION OF THE ISTHMUS OF PANAMA,Anglo-american Association Of The Isthmus Of Panama
SENATOR BOIES PENROSE,Senator Boies Penrose
STOKEONION ASSOCIATION,Stokeonion Association
REAL ESTATE BOARD OF BROKERS,Real Estate Board Of Brokers
BOOKSELLERS' INSTITUTION,Booksellers Institution
ROCKY MOUNTAIN HARVARD CLUB,Rocky Mountain Harvard Club
BOARD OF COOK COUNTY COMMISSIONERS AND CITIZENS OF CHICAGO ON THE OCCASION OF LAYING THE CORNERSTONE OF COOK COUNTY COURT HOUSE,Board Of Cook County Commissioners And Citizens Of Chicago On The Occasion Of Laying The Cornerstone Of Cook County Court House
ST. PAUL'S SCHOOL,St. Pauls School
SHIPMATES AND FRIENDS,Shipmates And Friends
BUTTE RETAIL GROCERS ASSOCIATION,Butte Retail Grocers Association
MEXICAN AMERICAN STEAMSHIP COMPANY,Mexican American Steamship Company
SILK ASSOCIATION OF AMWEICA,Silk Association Of Amweica
La Romeria Andaluza,La Romeria Andaluza
A Stockholm restaurant,A Stockholm Restaurant
Ristorante Giannino,Ristorante Giannino
Le Bristol,Le Bristol
Restaurant Allard,Restaurant Allard
Tadich Grill,Tadich Grill
Historisches Brauhaus Zum Kranz,Historisches Brauhaus Zum Kranz
'Salvatore ''Sal'' Pablo Lucia',Salvatore Sal Pablo Lucia
Wester Retail Lumbermen's Association,Wester Retail Lumbermens Association
The Citizens of San Francisco,The Citizens Of San Francisco
Persian Room; The Plaza,Persian Room; The Plaza
S.S. Mariposa,S.S. Mariposa
Bahrs,Bahrs
The Russell,The Russell
The Grand Ballroom Of The Biltmore,The Grand Ballroom Of The Biltmore
Chateau Lake Louise,Chateau Lake Louise
Carlton House Hotel,Carlton House Hotel
Swiss Chalet,Swiss Chalet
Franciscan Restaurant,Franciscan Restaurant
Campi,Campi
The Francis Scott Key,The Francis Scott Key
Gustavo's Pizza,Gustavos Pizza
Lime Rock Lodge,Lime Rock Lodge
The Berkshire Inn,The Berkshire Inn
Hotel New Yorker   The Terrace Room,Hotel New Yorker The Terrace Room
Sundial Room,Sundial Room
Asticou,Asticou
Dinner,Dinner
Wong's Garden,Wongs Garden
Capps Coach House,Capps Coach House
Manhattan Beach Jewish Center,Manhattan Beach Jewish Center
C & L Restaurant,C & L Restaurant
Boarshead English Chop House,Boarshead English Chop House
Persian Garden,Persian Garden
Restaurant Bagatelle,Restaurant Bagatelle
The Trail Blazer,The Trail Blazer
Rosoff's Restaurant,Rosoffs Restaurant
Hotel Cleaveland,Hotel Cleaveland
Gibbys,Gibbys
S.S. Excalibur,S.S. Excalibur
Metropolitan Club,Metropolitan Club
Shanley's,Shanleys
Auditorium Hotel,Auditorium Hotel
Pennsylvania Lines: West of Pittsburgh,Pennsylvania Lines: West Of Pittsburgh
Revere House,Revere House
Hampton Institute,Hampton Institute
OCCIDENTAL & ORIENTAL STEAMSHIP COMPANY,Occidental & Oriental Steamship Company
BATTLE CREEK SANITARIUM,Battle Creek Sanitarium
HOSPITAL (?),Hospital 
NORTHERN STEAMSHIP COMPANY/GREAT NORTHERN RY LINE.,Northern Steamship Companygreat Northern Ry Line.
UNITED STATES HOTEL,United States Hotel
NORDEUTSCHER LLOYD,Nordeutscher Lloyd
NORDDEUTSCHER LLOYD BREMEN - 'BARBAROSSA',Norddeutscher Lloyd Bremen - Barbarossa
PALACE HOTEL,Palace Hotel
VICTORIA THE,Victoria The
BAILEY CATERING CO.,Bailey Catering Co.
A.M. SWEET & SON HOTEL & RESTAURANT,A.M. Sweet & Son Hotel & Restaurant
ASTOR HOUSE,Astor House
RED STAR LINE - ANTWERPEN.NY,Red Star Line - Antwerpen.Ny
RED STAR LINE - ANTWERPEN NY,Red Star Line - Antwerpen - Ny
OCEANIC STEAMSHIP COMPANY -SIERRA,Oceanic Steamship Company - Sierra
RED STAR LINE SS FRIESLAND,Red Star Line Ss Friesland
GOLF DININGROOM,Golf Diningroom
THE COON CLUB,The Coon Club
ARCHITECTURAL LEAGUE OF NEW YORK,Architectural League Of New York
FRIENDLY SONS OF ST. PATRICK,Friendly Sons Of St Patrick
DEUTSCHES BUNDESSCHIESSEN MAINZ,Deutsches Bundesschiessen Mainz
PRUDENTIAL INSURANCE COMPANY OF AMERICA,Prudential Insurance Company Of America
U.S.S. SAN FRANCISCO,U.S.S. San Francisco
NEW YORK PRESS,New York Press
ALBERT R. KEEN,Albert R. Keen
UNDERWRITERS,Underwriters
FIFTH AVE. HOTEL,Fifth Ave. Hotel
Whisk & Ladle Supper Club,Whisk & Ladle Supper Club
EDWARD F. LANGS'S LADIES' AND GENTS LUNCH ROOM AND RESTAURANT,Edward F. Langss Ladies And Gents Lunch Room And Restaurant
ST. LOUIS CLAYWORKERS ASSN.,St. Louis Clayworkers Assn.
HOTEL VICTORIA BASEL,Hotel Victoria Basel
Louis Sherry,Louis Sherry
MERCHANTS IN DRY GOODS TRADE,Merchants In Dry Goods Trade
DOBBELTSKRUE POSTDAMPSKIBET,Dobbeltskrue Postdampskibet
TOURNAMENT COMMITTEE OF THE CINCINNATI BOWLING ASSOCIATION,Tournament Committee Of The Cincinnati Bowling Association
SOCIETY OF THE ALUMNI OF CITY (CHARITY) HOSPITAL,Society Of The Alumni Of City Charity Hospital
NEW YORK SWARTHMORE COLLEGE ASSOCIATION,New York Swarthmore College Association
CHI PSI ALUMNI ASSOCIATION,Chi Psi Alumni Association
? HOTEL, Hotel
HOTEL RODMAN,Hotel Rodman
HEALY'S OYSTER  HOUSE,Healys Oyster House
'CONTINENTAL HOTEL,Continental Hotel
NEW-YORK STATE HOTEL ASSOCIATION,New-york State Hotel Association
MASTER PRINTERS' AND ALLIED TRADES' ASSOCIATION,Master Printers And Allied Trades Association
COMPNGNIE GENERAL TRANSATLANTIQUE,Compngnie General Transatlantique
ROYAL SCOTS (LOTHIAN REGIMENT),Royal Scots Lothian Regiment
CUNARD STEAMSHIP COMPANY LIMITED,Cunard Steamship Company Limited
THE STANLEY CLUB,The Stanley Club
Bentley's,Bentleys
Restaurants Bahnhofbuffet,Restaurants Bahnhofbuffet
Hotel l'Europe,Hotel Leurope
La Perigourdine,La Perigourdine
