original_sponsor,clustered_sponsor
"NEW HAVEN LINE - NARRAGANSETT BAY LINE","NEW HAVEN LINE - NARRAGANSETT BAY LINE"
"UNION REPUBLICAN CLUB OF PHILADELPHIA","UNION REPUBLICAN CLUB OF PHILADELPHIA"
"PAST REGENTS & REGENTS ASSOCIATION","PAST REGENTS & REGENTS ASSOCIATION"
"CLANCEY'S HOTEL MABSON","CLANCEY'S HOTEL MABSON"
"HUDSON RIVER SCHOOL MASTERS' CLUB","HUDSON RIVER SCHOOL MASTERS' CLUB"
"COMMISSIONERS FROM THE DISTRICT OF COLUMBIA TO THE WORLD'S COLUMBIAN EXPOSITION","COMMISSIONERS FROM THE DISTRICT OF COLUMBIA TO THE WORLD'S COLUMBIAN EXPOSITION"
"CAFETERIA","CAFETERIA"
"R.E.RIVERS","R.E.RIVERS"
"MUNICIPALITY OF SAINT PAUL","MUNICIPALITY OF SAINT PAUL"
"IMPERIAL RESTAURANT","IMPERIAL RESTAURANT"
"S.C.S.","S.C.S."
"ST. DAVID'S SOCIETY OF THE STATE OF NY","ST. DAVID'S SOCIETY OF THE STATE OF NY"
"WISCONSIN BANKERS' ASOCIATION","WISCONSIN BANKERS' ASOCIATION"
"(FIFTH AVENUE HOTEL?}","(FIFTH AVENUE HOTEL?}"
"BOSTON MERCHANTS ASSOCIATIONI","BOSTON MERCHANTS ASSOCIATIONI"
"ADMIRAL ROBLEY D. EVANS","ADMIRAL ROBLEY D. EVANS"
"SAINT DAVID'S SOCIETY OF THE STATE OF NEW YORK","SAINT DAVID'S SOCIETY OF THE STATE OF NEW YORK"
"SHERMAN HOUSE","SHERMAN HOUSE"
"SQUADRON A","SQUADRON A"
"YOUNG MEN'S DEMOCRATIC CLUB","YOUNG MEN'S DEMOCRATIC CLUB"
"CAFETERIA-LUNCH","CAFETERIA-LUNCH"
"NATIONAL ASSOCIATION OF PHOTO ENGRAVERS","NATIONAL ASSOCIATION OF PHOTO ENGRAVERS"
"DELTA CHI FRATERNITY","DELTA CHI FRATERNITY"
"CUNARD LINE R.M.S. PAVONIA","CUNARD LINE R.M.S. PAVONIA"
"PAPYRUS CLUB","PAPYRUS CLUB"
"CABARET DU CHAT NOIR","CABARET DU CHAT NOIR"
"VIRGINIA-NORTH CAROLINA PRESS ASSOCIATION","VIRGINIA-NORTH CAROLINA PRESS ASSOCIATION"
"COLOMBO HOTEL","COLOMBO HOTEL"
"GRAND DUKE OF MECKLENBURG-SCHWERIN FRIEDRICH FRANZ","GRAND DUKE OF MECKLENBURG-SCHWERIN FRIEDRICH FRANZ"
"COLUMBUS BOARD OF TRADE","COLUMBUS BOARD OF TRADE"
"WESTRN RESERVE SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION","WESTRN RESERVE SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION"
"THE OCEANIC","THE OCEANIC"
"THE NEW ENGLAND SOCIETY IN THE CITY OF NEW YORK","THE NEW ENGLAND SOCIETY IN THE CITY OF NEW YORK"
"CORTLAND COUNTY SOCIETY OF NEW YORK CITY","CORTLAND COUNTY SOCIETY OF NEW YORK CITY"
"OHIO LEAF TOBACCO PACKERS' ASSOCIATION","OHIO LEAF TOBACCO PACKERS' ASSOCIATION"
"BERKSHIRE SOCIETY OF NY","BERKSHIRE SOCIETY OF NY"
"DOBBELSKRUE POSTDAMPSKIBET","DOBBELSKRUE POSTDAMPSKIBET"
"FLOCKING OF THE CROWS","FLOCKING OF THE CROWS"
"Fratis Kallare","Fratis Kallare"
"Savini","Savini"
"Hotel des Indes","Hotel des Indes"
"Restaurant Faberhof","Restaurant Faberhof"
"Palace Hotel Restaurant","Palace Hotel Restaurant"
"Societe Nationale de Poudres et Explosifs","Societe Nationale de Poudres et Explosifs"
"Landhaus Scherrer","Landhaus Scherrer"
"Lespinasse","Lespinasse"
"Platzl","Platzl"
"Maxim's","Maxim's"
"The Colony Restaurant","The Colony Restaurant"
"Goldener Pflug","Goldener Pflug"
"P1","P1"
"Steigenberger Hotels","Steigenberger Hotels"
"Laperouse","Laperouse"
"Forbidden City","Forbidden City"
"Seaboard Railway","Seaboard Railway"
"The Gate of Cleve","The Gate of Cleve"
"Park lane","Park lane"
"'Dinner","'Dinner"
"Dinner By Mr. And Mrs. Hugo Reisinger Of Nyc","Dinner By Mr. And Mrs. Hugo Reisinger Of Nyc"
"'Red Star Line","'Red Star Line"
"The Dallas Club","The Dallas Club"
"Pizzeria Moby Dick","Pizzeria Moby Dick"
"Taj Mahal Hotel","Taj Mahal Hotel"
"Jake's","Jake's"
"Detroit Athletic Club","Detroit Athletic Club"
"Just Burgers","Just Burgers"
"Parkhaus Hügel","Parkhaus Hügel"
"The Riverview","The Riverview"
"The Essex Hotel The Colonnades","The Essex Hotel The Colonnades"
"Hofbräuhaus Am Platzl","Hofbräuhaus Am Platzl"
"Sheraton Hotels","Sheraton Hotels"
"Mayan Restaurant","Mayan Restaurant"
"Bartonsville Hotel","Bartonsville Hotel"
"Ratskeller Hannover","Ratskeller Hannover"
"The Manger Hay Adams Hotel","The Manger Hay Adams Hotel"
"Tibbs Warf","Tibbs Warf"
"Highland Arms Restaurant","Highland Arms Restaurant"
"East Side Hotelmen's Association","East Side Hotelmen's Association"
"Goldener Hirsch","Goldener Hirsch"
"El Sandwich Different","El Sandwich Different"
"Rickey's","Rickey's"
"Casina Delle Rose & Lucciola","Casina Delle Rose & Lucciola"
"Barneys Market Club","Barneys Market Club"
"Aktiebolaget Trafikrestauranger","Aktiebolaget Trafikrestauranger"
"Jane Davies","Jane Davies"
"Nordström & Tinggren","Nordström & Tinggren"
"Bear Mountain Inn","Bear Mountain Inn"
"Hotel Carls Rite","Hotel Carls Rite"
"U. S. S. Texas","U. S. S. Texas"
"Café New York Restaurant","Café New York Restaurant"
"Flatiron Restaurant","Flatiron Restaurant"
"Codington Restaurant","Codington Restaurant"
"Delmonicos.","Delmonicos."
"Guffanti's Table d'Hôte","Guffanti's Table d'Hôte"
"Seaboard Air Line Railway","Seaboard Air Line Railway"
"Isaac Lodge No. 43","Isaac Lodge No. 43"
"Magdalene College","Magdalene College"
"Castle Stevens","Castle Stevens"
"Hotel Seneca","Hotel Seneca"
"Daylight Luncheon: Third Floor","Daylight Luncheon: Third Floor"
"Deutsche Eisenbahn Speiswagen Gesellschaft","Deutsche Eisenbahn Speiswagen Gesellschaft"
"Waverly Hotel","Waverly Hotel"
"Town Hall","Town Hall"
"Beekman Café Co.","Beekman Café Co."
"Ritz-Carlton Restaurant","Ritz-Carlton Restaurant"
"Smith's","Smith's"
"ALBEMARLE HOTEL","ALBEMARLE HOTEL"
"RED STAR LINE - S.S. SOUTHWARK","RED STAR LINE - S.S. SOUTHWARK"
"(CENTURY CLUB?)","(CENTURY CLUB?)"
"BALTIMORE KNIGHTS TEMPLAR","BALTIMORE KNIGHTS TEMPLAR"
"ORIENTE HOTEL","ORIENTE HOTEL"
"W.ZAHN & SOHN","W.ZAHN & SOHN"
"ALAMO THE","ALAMO THE"
"PICKWICK CLUB","PICKWICK CLUB"
"MAX PRALE AND WIFE GEB. KAHLE","MAX PRALE AND WIFE GEB. KAHLE"
"ROMERBAD HOTEL","ROMERBAD HOTEL"
"LEONARD LEWISOHN","LEONARD LEWISOHN"
"AMERICAN INSTITUTE OF ARCHITECTS","AMERICAN INSTITUTE OF ARCHITECTS"
"REAR ADMIRAL A.H. SANDS","REAR ADMIRAL A.H. SANDS"
"FRIENDS AND ACQAINTANCES OFJAMES C.McCARTHY","FRIENDS AND ACQAINTANCES OFJAMES C.McCARTHY"
"CLUB IBERO-AMERICAINO DE NUEVA YORK","CLUB IBERO-AMERICAINO DE NUEVA YORK"
"KING UMBERTO AND QUEEN MARGHERITA","KING UMBERTO AND QUEEN MARGHERITA"
"ASSOCIATES OF THE ENGINER CORPS AND COMPANY K","ASSOCIATES OF THE ENGINER CORPS AND COMPANY K"
"MARYLAND STATE BAR ASSOCIATION","MARYLAND STATE BAR ASSOCIATION"
"MERCHANTS' CLUB - THE SALVATION ARMY","MERCHANTS' CLUB - THE SALVATION ARMY"
"RUDOLPH M. HAAN","RUDOLPH M. HAAN"
"CONSULS OF FRANCE AND ITALY","CONSULS OF FRANCE AND ITALY"
"PARKER HOUSE","PARKER HOUSE"
"MILWAUKEE HARVARD CLUB","MILWAUKEE HARVARD CLUB"
"EDWARD F. LANG'S LADIES AND GENTS LUNCH ROOM AND RESTAURANT","EDWARD F. LANG'S LADIES AND GENTS LUNCH ROOM AND RESTAURANT"
"STOCKELD PARK","STOCKELD PARK"
"MR. E.H. HARRIMAN","MR. E.H. HARRIMAN"
"NORDDEUTSCHER LLOYD BREMEN;","NORDDEUTSCHER LLOYD BREMEN;"
"SILSBE & SON OYSTER-HOUSE AND RESTAURANT","SILSBE & SON OYSTER-HOUSE AND RESTAURANT"
"WATCH HILL HOUSE","WATCH HILL HOUSE"
"ANGLO-AMERICAN ASSOCIATION OF THE ISTHMUS OF PANAMA","ANGLO-AMERICAN ASSOCIATION OF THE ISTHMUS OF PANAMA"
"SENATOR BOIES PENROSE","SENATOR BOIES PENROSE"
"STOKEONION ASSOCIATION","STOKEONION ASSOCIATION"
"REAL ESTATE BOARD OF BROKERS","REAL ESTATE BOARD OF BROKERS"
"BOOKSELLERS' INSTITUTION","BOOKSELLERS' INSTITUTION"
"ROCKY MOUNTAIN HARVARD CLUB","ROCKY MOUNTAIN HARVARD CLUB"
"BOARD OF COOK COUNTY COMMISSIONERS AND CITIZENS OF CHICAGO ON THE OCCASION OF LAYING THE CORNERSTONE OF COOK COUNTY COURT HOUSE","BOARD OF COOK COUNTY COMMISSIONERS AND CITIZENS OF CHICAGO ON THE OCCASION OF LAYING THE CORNERSTONE OF COOK COUNTY COURT HOUSE"
"ST. PAUL'S SCHOOL","ST. PAUL'S SCHOOL"
"SHIPMATES AND FRIENDS","SHIPMATES AND FRIENDS"
"BUTTE RETAIL GROCERS ASSOCIATION","BUTTE RETAIL GROCERS ASSOCIATION"
"MEXICAN AMERICAN STEAMSHIP COMPANY","MEXICAN AMERICAN STEAMSHIP COMPANY"
"SILK ASSOCIATION OF AMWEICA","SILK ASSOCIATION OF AMWEICA"
"La Romeria Andaluza","La Romeria Andaluza"
"A Stockholm restaurant","A Stockholm restaurant"
"Ristorante Giannino","Ristorante Giannino"
"Le Bristol","Le Bristol"
"Restaurant Allard","Restaurant Allard"
"Tadich Grill","Tadich Grill"
"Historisches Brauhaus Zum Kranz","Historisches Brauhaus Zum Kranz"
"'Salvatore ''Sal'' Pablo Lucia'","'Salvatore ''Sal'' Pablo Lucia'"
"Wester Retail Lumbermen's Association","Wester Retail Lumbermen's Association"
"The Citizens of San Francisco","The Citizens of San Francisco"
"Persian Room; The Plaza","Persian Room; The Plaza"
"S.S. Mariposa","S.S. Mariposa"
"Bahrs","Bahrs"
"The Russell","The Russell"
"The Grand Ballroom Of The Biltmore","The Grand Ballroom Of The Biltmore"
"Chateau Lake Louise","Chateau Lake Louise"
"Carlton House Hotel","Carlton House Hotel"
"Swiss Chalet","Swiss Chalet"
"Franciscan Restaurant","Franciscan Restaurant"
"Campi","Campi"
"The Francis Scott Key","The Francis Scott Key"
"Gustavo's Pizza","Gustavo's Pizza"
"Lime Rock Lodge","Lime Rock Lodge"
"The Berkshire Inn","The Berkshire Inn"
"Hotel New Yorker   The Terrace Room","Hotel New Yorker   The Terrace Room"
"Sundial Room","Sundial Room"
"Asticou","Asticou"
"Dinner","Dinner"
"Wong's Garden","Wong's Garden"
"Capps Coach House","Capps Coach House"
"Manhattan Beach Jewish Center","Manhattan Beach Jewish Center"
"C & L Restaurant","C & L Restaurant"
"Boarshead English Chop House","Boarshead English Chop House"
"Persian Garden","Persian Garden"
"Restaurant Bagatelle","Restaurant Bagatelle"
"The Trail Blazer","The Trail Blazer"
"Rosoff's Restaurant","Rosoff's Restaurant"
"Hotel Cleaveland","Hotel Cleaveland"
"Gibbys","Gibbys"
"S.S. Excalibur","S.S. Excalibur"
"Metropolitan Club","Metropolitan Club"
"Shanley's","Shanley's"
"Auditorium Hotel","Auditorium Hotel"
"Pennsylvania Lines: West of Pittsburgh","Pennsylvania Lines: West of Pittsburgh"
"Revere House","Revere House"
"Hampton Institute","Hampton Institute"
"OCCIDENTAL & ORIENTAL STEAMSHIP COMPANY","OCCIDENTAL & ORIENTAL STEAMSHIP COMPANY"
"BATTLE CREEK SANITARIUM","BATTLE CREEK SANITARIUM"
"HOSPITAL (?)","HOSPITAL (?)"
"NORTHERN STEAMSHIP COMPANY/GREAT NORTHERN RY LINE.","NORTHERN STEAMSHIP COMPANY/GREAT NORTHERN RY LINE."
"UNITED STATES HOTEL","UNITED STATES HOTEL"
"NORDEUTSCHER LLOYD","NORDEUTSCHER LLOYD"
"NORDDEUTSCHER LLOYD BREMEN - 'BARBAROSSA'","NORDDEUTSCHER LLOYD BREMEN - 'BARBAROSSA'"
"PALACE HOTEL","PALACE HOTEL"
"VICTORIA THE","VICTORIA THE"
"BAILEY CATERING CO.","BAILEY CATERING CO."
"A.M. SWEET & SON HOTEL & RESTAURANT","A.M. SWEET & SON HOTEL & RESTAURANT"
"ASTOR HOUSE","ASTOR HOUSE"
"RED STAR LINE - ANTWERPEN.NY","RED STAR LINE - ANTWERPEN.NY"
"RED STAR LINE - ANTWERPEN NY","RED STAR LINE - ANTWERPEN NY"
"OCEANIC STEAMSHIP COMPANY -SIERRA","OCEANIC STEAMSHIP COMPANY -SIERRA"
"RED STAR LINE SS FRIESLAND","RED STAR LINE SS FRIESLAND"
"GOLF DININGROOM","GOLF DININGROOM"
"THE COON CLUB","THE COON CLUB"
"ARCHITECTURAL LEAGUE OF NEW YORK","ARCHITECTURAL LEAGUE OF NEW YORK"
"FRIENDLY SONS OF ST. PATRICK","FRIENDLY SONS OF ST. PATRICK"
"DEUTSCHES BUNDESSCHIESSEN MAINZ","DEUTSCHES BUNDESSCHIESSEN MAINZ"
"PRUDENTIAL INSURANCE COMPANY OF AMERICA","PRUDENTIAL INSURANCE COMPANY OF AMERICA"
"U.S.S. SAN FRANCISCO","U.S.S. SAN FRANCISCO"
"NEW YORK PRESS","NEW YORK PRESS"
"ALBERT R. KEEN","ALBERT R. KEEN"
"UNDERWRITERS","UNDERWRITERS"
"FIFTH AVE. HOTEL","FIFTH AVE. HOTEL"
"Whisk & Ladle Supper Club","Whisk & Ladle Supper Club"
"EDWARD F. LANGS'S LADIES' AND GENTS LUNCH ROOM AND RESTAURANT","EDWARD F. LANGS'S LADIES' AND GENTS LUNCH ROOM AND RESTAURANT"
"ST. LOUIS CLAYWORKERS ASSN.","ST. LOUIS CLAYWORKERS ASSN."
"HOTEL VICTORIA BASEL","HOTEL VICTORIA BASEL"
"Louis Sherry","Louis Sherry"
"MERCHANTS IN DRY GOODS TRADE","MERCHANTS IN DRY GOODS TRADE"
"DOBBELTSKRUE POSTDAMPSKIBET","DOBBELTSKRUE POSTDAMPSKIBET"
"TOURNAMENT COMMITTEE OF THE CINCINNATI BOWLING ASSOCIATION","TOURNAMENT COMMITTEE OF THE CINCINNATI BOWLING ASSOCIATION"
"SOCIETY OF THE ALUMNI OF CITY (CHARITY) HOSPITAL","SOCIETY OF THE ALUMNI OF CITY (CHARITY) HOSPITAL"
"NEW YORK SWARTHMORE COLLEGE ASSOCIATION","NEW YORK SWARTHMORE COLLEGE ASSOCIATION"
"CHI PSI ALUMNI ASSOCIATION","CHI PSI ALUMNI ASSOCIATION"
"? HOTEL","? HOTEL"
"HOTEL RODMAN","HOTEL RODMAN"
"HEALY'S OYSTER  HOUSE","HEALY'S OYSTER  HOUSE"
"'CONTINENTAL HOTEL","'CONTINENTAL HOTEL"
"NEW-YORK STATE HOTEL ASSOCIATION","NEW-YORK STATE HOTEL ASSOCIATION"
"MASTER PRINTERS' AND ALLIED TRADES' ASSOCIATION","MASTER PRINTERS' AND ALLIED TRADES' ASSOCIATION"
"COMPNGNIE GENERAL TRANSATLANTIQUE","COMPNGNIE GENERAL TRANSATLANTIQUE"
"ROYAL SCOTS (LOTHIAN REGIMENT)","ROYAL SCOTS (LOTHIAN REGIMENT)"
"CUNARD STEAMSHIP COMPANY LIMITED","CUNARD STEAMSHIP COMPANY LIMITED"
"THE STANLEY CLUB","THE STANLEY CLUB"
"Bentley's","Bentley's"
"Restaurants Bahnhofbuffet","Restaurants Bahnhofbuffet"
"Hotel l'Europe","Hotel l'Europe"
"La Perigourdine","La Perigourdine"
"Marius et Janette","Marius et Janette"
"Helmuth Reisshaur","Helmuth Reisshaur"
"Southern Railway System","Southern Railway System"
"'Pennsylvania Railroad","'Pennsylvania Railroad"
"Little China","Little China"
"ROYAL HOTEL","ROYAL HOTEL"
"'Luncheon Menu","'Luncheon Menu"
"'\Eating the Italian way\'''''","'\Eating the Italian way\'''''"
"French Market Restaurant And Pancake Manor","French Market Restaurant And Pancake Manor"
"'Mr. And Mrs. Roger L. Yaseen: 49 East 67 Street","'Mr. And Mrs. Roger L. Yaseen: 49 East 67 Street"
"Lake Mc Donald Lodge","Lake Mc Donald Lodge"
"Coral Ridge","Coral Ridge"
"Spenger's Fish Grotto","Spenger's Fish Grotto"
"The Milleridge Inn","The Milleridge Inn"
"Beekman Arms","Beekman Arms"
"Servis Buhl","Servis Buhl"
"Château Des Crayères","Château Des Crayères"
"Henri Iv Restaurants","Henri Iv Restaurants"
"Le Pavillion Elysee","Le Pavillion Elysee"
"Tamaro Restaurant Grill","Tamaro Restaurant Grill"
"Crystal Room At The Chicago Athletic Club","Crystal Room At The Chicago Athletic Club"
"The Occidental","The Occidental"
"The Hotel Astor   The Belvedere Room","The Hotel Astor   The Belvedere Room"
"The Hudson River Club","The Hudson River Club"
"The Lodge On The Desert","The Lodge On The Desert"
"Golden Nugget Restaurant","Golden Nugget Restaurant"
"Casa Del Rey","Casa Del Rey"
"Kitty Davis Theatre Restaurant","Kitty Davis Theatre Restaurant"
"The Valencia Ballroom","The Valencia Ballroom"
"Canadian Pacific B.C. Coast Steamships","Canadian Pacific B.C. Coast Steamships"
"Lafayette Hotel","Lafayette Hotel"
"'Paquebot ''Ile De France'''''''","'Paquebot ''Ile De France'''''''"
"S.S. American Farmer","S.S. American Farmer"
"'S.S. ''President Harding'''''''","'S.S. ''President Harding'''''''"
"Saint Paul Hotel","Saint Paul Hotel"
"'R.M.S. ''Aquitania'''''''","'R.M.S. ''Aquitania'''''''"
"The Aldine Club","The Aldine Club"
"Regal","Regal"
"Willard's Tavern","Willard's Tavern"
"Hotel Kaskasia","Hotel Kaskasia"
"The Marquise","The Marquise"
"U. S. S. NY","U. S. S. NY"
"Harvard Hall","Harvard Hall"
"Denver & Rio Grande Railroad","Denver & Rio Grande Railroad"
"Hotel Casey","Hotel Casey"
"Hotel Wendell","Hotel Wendell"
"Hotel Rennert","Hotel Rennert"
"The Merchant's Club","The Merchant's Club"
"Westchester Restaurant","Westchester Restaurant"
"Hotel Sacramento","Hotel Sacramento"
"American Seamen's Friend Society","American Seamen's Friend Society"
"Hotel Marseilles","Hotel Marseilles"
"R.M.S. OCEANIC","R.M.S. OCEANIC"
"CHESAPEAKE & OHIO RAILWAY","CHESAPEAKE & OHIO RAILWAY"
"GERMAN RESTAURANT AND BUFFET","GERMAN RESTAURANT AND BUFFET"
"FRIENDS OF CAPTAIN CHRIS G. KINKEL","FRIENDS OF CAPTAIN CHRIS G. KINKEL"
"METROPOLITAN CLUB","METROPOLITAN CLUB"
"HOTEL VELVET","HOTEL VELVET"
"CHAMBER OF COMMERCE","CHAMBER OF COMMERCE"
"O. AND O.S.S. COPTIC","O. AND O.S.S. COPTIC"
"SARATOGY RACING ASSOCIATION","SARATOGY RACING ASSOCIATION"
"AMERICAN MEDICAL EDITOR'S ASSOCIATION","AMERICAN MEDICAL EDITOR'S ASSOCIATION"
"UNION PACIFIC","UNION PACIFIC"
"PROFILE HOUSE","PROFILE HOUSE"
"AMERICAN HOUSE","AMERICAN HOUSE"
"ATTACHES OF THE SHERIFF'S OFFICE","ATTACHES OF THE SHERIFF'S OFFICE"
"ROOME LODGE","ROOME LODGE"
"LARCHMONT YACHT CLUB","LARCHMONT YACHT CLUB"
"INDIANA SOCIETY OF CHICAGO","INDIANA SOCIETY OF CHICAGO"
"NORTHWESTERN SHOE AND LEATHER ASSOCIATION","NORTHWESTERN SHOE AND LEATHER ASSOCIATION"
"DUKE'S HOUSE CAFE AND RESTAURANT","DUKE'S HOUSE CAFE AND RESTAURANT"
"NATIONAL CONFECTIONERS ASSOCIATION OF THE UNITED STATES","NATIONAL CONFECTIONERS ASSOCIATION OF THE UNITED STATES"
"HARTMAN'S HOTEL","HARTMAN'S HOTEL"
"DEUTSCHER CLUB","DEUTSCHER CLUB"
"PHILLIPS EXETER ACADEMY","PHILLIPS EXETER ACADEMY"
"JAS. H. & GEO. B. RODGERS","JAS. H. & GEO. B. RODGERS"
"TRINITY CHURCH","TRINITY CHURCH"
"CANADIAN CLUB OF NEW YORK","CANADIAN CLUB OF NEW YORK"
"ST.FRANCIS HOTEL","ST.FRANCIS HOTEL"
"H. WINTERFELDT","H. WINTERFELDT"
"LEWIS & CLARK CENTENNIAL EXPOSITION","LEWIS & CLARK CENTENNIAL EXPOSITION"
"FLAT IRON RESTAURANT AND CAFE","FLAT IRON RESTAURANT AND CAFE"
"ALBANY LODGE NO. 49","ALBANY LODGE NO. 49"
"THE LOTOS CLUB","THE LOTOS CLUB"
"HOLMENKOLLEN","HOLMENKOLLEN"
"SOCIETY OF COLONIAL WARS IN ILLINOIS","SOCIETY OF COLONIAL WARS IN ILLINOIS"
"QUILL CLUB","QUILL CLUB"
"MODERN WOODMEN OF AMERICA","MODERN WOODMEN OF AMERICA"
"PROFILE HOUSE AND HOTEL VENDOME","PROFILE HOUSE AND HOTEL VENDOME"
"NEW YORK ASSOCIATION OF OBERLIN ALUMNI","NEW YORK ASSOCIATION OF OBERLIN ALUMNI"
"SPENCER DINING HALL CO.","SPENCER DINING HALL CO."
"PROHIBITIONISTS OF GREATER NEW YORK","PROHIBITIONISTS OF GREATER NEW YORK"
"MARLBOROUGH HOUSE","MARLBOROUGH HOUSE"
"ENGLISH EMBASSY","ENGLISH EMBASSY"
"LEHIGH COUNTY PA BAR ASSOCIATION","LEHIGH COUNTY PA BAR ASSOCIATION"
"ICHTHYOPHAGOUS CLUB","ICHTHYOPHAGOUS CLUB"
"TRUSTEES OF THE METROPOLITAN MUSEUM OF ART & OTHER FRIENDS","TRUSTEES OF THE METROPOLITAN MUSEUM OF ART & OTHER FRIENDS"
"TRANS-MISSISSIPPI AND INTERNATIONAL EXPOSITION","TRANS-MISSISSIPPI AND INTERNATIONAL EXPOSITION"
"NEW ENGLAND MANUFACTURING JEWELERS' AND SILVERSMITHS' ASSOCIATION","NEW ENGLAND MANUFACTURING JEWELERS' AND SILVERSMITHS' ASSOCIATION"
"NORWEGIAN GOVERNMENT","NORWEGIAN GOVERNMENT"
"SOCIETY OF COLONIAL WARS","SOCIETY OF COLONIAL WARS"
"HARVARD MEDICAL SCHOOL ASSOCIATION","HARVARD MEDICAL SCHOOL ASSOCIATION"
"A.W.DENNETT","A.W.DENNETT"
"THE MOUQUIN RESTAURANT & WINE CO","THE MOUQUIN RESTAURANT & WINE CO"
"DE KEYSER'S ROYAL HOTEL","DE KEYSER'S ROYAL HOTEL"
"U.S. NAVY","U.S. NAVY"
"THE SEELBACH","THE SEELBACH"
"MR. S.M.FELTON","MR. S.M.FELTON"
"NORFOLK BUSINESS MEN'S ASSOCIATION","NORFOLK BUSINESS MEN'S ASSOCIATION"
"CITY CARLTON CLUB","CITY CARLTON CLUB"
"TANTALUS CLUB","TANTALUS CLUB"
"Horcher","Horcher"
"7 Nations","7 Nations"
"Voisin","Voisin"
"Waldorf-Astoria Hotel","Waldorf-Astoria Hotel"
"Brasserie Comptoir","Brasserie Comptoir"
"Mexican Village","Mexican Village"
"Muhlenkamper Fahrhaus","Muhlenkamper Fahrhaus"
"Cafe Chauveron","Cafe Chauveron"
"Delmonicos","Delmonicos"
"Harvard Club of San Francisco","Harvard Club of San Francisco"
"The Sporting Club New york","The Sporting Club New york"
"'Complimentary Banquet","'Complimentary Banquet"
"SMITHVILLE INN","SMITHVILLE INN"
"Restaurant Goldner Engel","Restaurant Goldner Engel"
"The Metropolitan Club","The Metropolitan Club"
"Chateau Richelieu","Chateau Richelieu"
"S.S. Prince George","S.S. Prince George"
"'Haussner's Restaurant","'Haussner's Restaurant"
"Kranzler","Kranzler"
"Ferrara","Ferrara"
"Fuddruckers","Fuddruckers"
"Country Club","Country Club"
"The Georgian Restaurant   Harrods","The Georgian Restaurant   Harrods"
"Plaza Hotel","Plaza Hotel"
"New Hampshire House","New Hampshire House"
"Dodes Restaurant","Dodes Restaurant"
"Waldorf Hotel","Waldorf Hotel"
"Chins","Chins"
"[Restaurtant Name And/Or Location Not Given]","[Restaurtant Name And/Or Location Not Given]"
"River Room Restaurant","River Room Restaurant"
"The Pony Express","The Pony Express"
"The Cortile","The Cortile"
"The Willard","The Willard"
"Kugler's Marine Frill","Kugler's Marine Frill"
"Panama Pacific Lines","Panama Pacific Lines"
"'R.M.S. ''Olympic'''''''","'R.M.S. ''Olympic'''''''"
"Hôtel D'albe","Hôtel D'albe"
"Lincoln Restaurant","Lincoln Restaurant"
"Carnegie Hall","Carnegie Hall"
"Congress Square Hotel","Congress Square Hotel"
"Hotel Davenport","Hotel Davenport"
"Hotel Belmont","Hotel Belmont"
"The Mansion House","The Mansion House"
"The Garret Café","The Garret Café"
"West End Hall","West End Hall"
"Gutmann's Café and Restaurant Luncheon","Gutmann's Café and Restaurant Luncheon"
"Little Roma Restaurant","Little Roma Restaurant"
"Cliff House","Cliff House"
"Fifth Regiment Armory","Fifth Regiment Armory"
"Hotel duPont","Hotel duPont"
"Copley Plaza Hotel","Copley Plaza Hotel"
"St. Regis","St. Regis"
"Turn Verein","Turn Verein"
"St. Charles","St. Charles"
"American Line","American Line"
"MANHATTAN HOTEL","MANHATTAN HOTEL"
"PABST BLUE RIBBON","PABST BLUE RIBBON"
"EVELYN RESTAURANT","EVELYN RESTAURANT"
"HIRAM LEDGE NO. 6.6 FREE AND ACCEPTED MASONS","HIRAM LEDGE NO. 6.6 FREE AND ACCEPTED MASONS"
"HOTEL GRENOBLE/WARREN LELAND JR.","HOTEL GRENOBLE/WARREN LELAND JR."
"OCEANIC STEAMSHIP CO. - VENTURA","OCEANIC STEAMSHIP CO. - VENTURA"
"HOTEL NORTH","HOTEL NORTH"
"CURRY & BURLINGAME","CURRY & BURLINGAME"
"GRAND HOTEL NURNBERG","GRAND HOTEL NURNBERG"
"STICK TOGETHER CLUB","STICK TOGETHER CLUB"
"BOSTON DAIRY LUNCH CO.","BOSTON DAIRY LUNCH CO."
"(DELMONOCO'S?)","(DELMONOCO'S?)"
"LAFAYETTE PLACE RESTAURANT & CAFE","LAFAYETTE PLACE RESTAURANT & CAFE"
"THE NEW YORK FARMERS","THE NEW YORK FARMERS"
"SMITH & McNELL","SMITH & McNELL"
"SOCIETA ANONIMA COOPERATIVA SUBURBANA DI CONSUMO FRAGLI AGENTI BELLE STRADE FERRATE IN MILANO","SOCIETA ANONIMA COOPERATIVA SUBURBANA DI CONSUMO FRAGLI AGENTI BELLE STRADE FERRATE IN MILANO"
"MR. LOWDEN","MR. LOWDEN"
"SALVATOR CLUB","SALVATOR CLUB"
"THE COLONIAL CLUB","THE COLONIAL CLUB"
"CORDON CLUB BANQUET","CORDON CLUB BANQUET"
"COMMONWEALTH CLUB","COMMONWEALTH CLUB"
"BURNET HOUSE","BURNET HOUSE"
"NORDDEUTSCHER LLOYD BREMEN-AMERIKA","NORDDEUTSCHER LLOYD BREMEN-AMERIKA"
